name,neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date
"Espacio bonito, zona tranquila",Este,"36,730937364195725","-4,387289614147814",Private room,"2,0","1,0","35,0",2017-09-16,"100,0",España,Malaga,2018-04-22
Wondeful Beach flat at Roses,Roses,"42,2465","3,19757",Entire home/apt,"1,0","2,0","100,0",2019-09-27,"91,0",España,Girona,2020-01-31
Nice family big apartment Costa de la calma 5,Calvià,"39,5271","2,46652",Entire home/apt,"2,0","3,0","150,0",2019-09-22,"98,0",España,Mallorca,2019-10-28
"Trendy, cool 4BR apartment Eixample",L'antiga esquerra de l'eixample,"41,38668","2,1618",Entire home/apt,"2,0","4,0","135,0",2020-07-12,"94,0",España,Barcelona,2020-10-12
Charming Room & Beautiful Pool,Deyá,"39,75011387461504","2,642845176206445",Private room,"1,0","1,0","110,0",2018-09-14,"96,0",España,Mallorca,2018-09-18
PRIVATE BDROOM + LVROOM + WC + TERRACE- BEST NGBHD,San gil,"37,40107","-5,9886",Private room,"1,0","1,0","60,0",2019-06-29,"99,0",España,Sevilla,2019-06-29
Gorgeous loft in the heart of Madrid,Embajadores,"40,40827","-3,70123",Entire home/apt,"1,0","2,0","98,0",2019-08-03,"96,0",España,Madrid,2019-08-12
Single room / habitacion individual,L'antiga esquerra de l'eixample,"41,39237296016254","2,156532387857575",Private room,"1,0","1,0","21,0",2017-10-29,"90,0",España,Barcelona,2017-11-13
"COOL APT, CENTRAL MADRID+ A/C",Universidad,"40,42886399114022","-3,710430574006017",Entire home/apt,"1,0","2,0","85,0",2017-07-03,"87,0",España,Madrid,2018-04-12
Cheap room near Port Vell and La Rambla,El poble sec,"41,373421220829535","2,1689984595011103",Private room,"1,0","1,0","24,0",2017-09-01,"80,0",España,Barcelona,2019-02-06
Cute apartment close to Pg.Gràcia a,La vila de gràcia,"41,400743069505566","2,1554452767492696",Entire home/apt,"1,0","1,0","75,0",2016-11-25,"83,0",España,Barcelona,2017-01-04
"Habitación sencilla cama doble, baño privado Borne","Sant pere, santa caterina i la ribera","41,38995","2,1805",Private room,"1,0","1,0","50,0",2019-10-01,"100,0",España,Barcelona,2020-06-13
Quiet room in Eixample/Sant Antoni,Sant antoni,"41,37636792377072","2,155570501322545",Private room,"1,0","1,0","40,0",2016-12-01,"99,0",España,Barcelona,2017-04-08
Beautiful Holiday House,Torroella de montgrí,"42,05341","3,15913",Entire home/apt,"2,0","2,0","88,0",2019-07-26,"100,0",España,Girona,2020-10-28
Vintage flat. Feel like home!,Embajadores,"40,41066","-3,7007",Entire home/apt,"1,0","1,0","64,0",2020-03-14,"99,0",España,Madrid,2020-09-13
Quiet room meters from Plaza Cataluña/Las Ramblas,El raval,"41,38435","2,16983",Private room,"2,0","1,0","52,0",2020-03-09,"93,0",España,Barcelona,2020-09-12
Villa Laurax. Chalet independiente..,Ciutadella de menorca,"39,97419","3,83929",Entire home/apt,"3,0","3,0",nan,2019-04-21,"93,0",España,Menorca,2019-05-01
VERY NICE BRIGHT ROOM IN VILLA GRACIA NEIGHBORHOOD,La vila de gràcia,"41,4052","2,15843",Private room,"1,0","1,0","37,0",2019-06-02,"96,0",España,Barcelona,2020-12-16
Quiet apartment near the Gran Via and Chueca.,Justicia,"40,42095","-3,70014",Entire home/apt,"1,0","1,0","65,0",2019-04-22,"97,0",España,Madrid,2019-06-07
TERRACED HOUSE WITH PRIVATE POOL AND GREAT VIEWS ref MOLI-12,Tossa de mar,"41,7189","2,89813",Entire home/apt,"1,0","2,0","85,0",2017-09-09,"87,0",España,Girona,2019-03-30
"Double room in Chueca, with private bathroom F 06",Universidad,"40,42458","-3,70167",Private room,"1,0","1,0","45,0",2019-07-01,"92,0",España,Madrid,2019-07-10
Quiet centric room near the beach,El clot,"41,408440434972654","2,18837542794679",Private room,"1,0","1,0","30,0",2018-04-01,"88,0",España,Barcelona,2018-04-12
Ancient Catalan farmhouse. Les Moles. PG-18,La vall de bianya,"42,21654580758379","2,4030909877185405",Entire home/apt,"2,0","2,0","86,0",2018-08-11,"94,0",España,Girona,2018-10-20
"Apart.4, Malaga, sea view & balcony",Este,"36,72817","-4,37262",Entire home/apt,"1,0","2,0","50,0",2019-01-27,"98,0",España,Malaga,2019-02-24
"❥ COZY, QUIET & CENTRIC DOUBLE ROOM WIFI",El fort pienc,"41,39685782527118","2,1862706986887344",Private room,"2,0","1,0","30,0",2017-05-20,"91,0",España,Barcelona,2017-06-05
"Habitacion con cama grande,armarllo,ventana,mesita",Provençals del poblenou,"41,40798865486367","2,193071587102033",Private room,"1,0","1,0","50,0",2018-06-17,"100,0",España,Barcelona,2018-07-10
EDIFICIO PLAYA (CIRERERS 1D) - Apartment for 3 people in Puerto de Alcudia.,Alcúdia,"39,82996","3,11794",Entire home/apt,"1,0","1,0","85,0",2019-08-25,"60,0",España,Mallorca,2019-09-28
OLYMPIC PANORAMIC ATTIC,Sant genís dels agudells,"41,42349337953457","2,140666413079461",Entire home/apt,"2,0","3,0","105,0",2017-06-30,"83,0",España,Barcelona,2017-07-06
Cute apartment & nice propietor,Aiora,"39,46743","-0,34665",Entire home/apt,"2,0","3,0","55,0",2018-08-27,"92,0",España,Valencia,2019-02-28
"Apartamentos Lanza 06,3D+2B con consigna y parking",San bartolomé,"37,39083","-5,98732",Entire home/apt,"2,0","3,0","130,0",2019-04-14,"97,0",España,Sevilla,2019-04-27
Single room with own bathroom A/C in best location,La barceloneta,"41,381","2,18527",Private room,"2,0","1,0","55,0",2019-10-20,"100,0",España,Barcelona,2019-11-09
Elegant Modern Loft Near Casa de Campo,Puerta del angel,"40,40690606714031","-3,734060115815722",Entire home/apt,"2,0","1,0","59,0",2018-03-23,"100,0",España,Madrid,2018-08-14
Stunning villa close to Andratx Town and Port,Andratx,"39,59202","2,4328",Entire home/apt,"3,0","4,0","394,0",2019-09-13,"86,0",España,Mallorca,2019-09-28
Céntrico y acogedor,La xerea,"39,4753","-0,37173",Entire home/apt,"1,0","2,0","45,0",2019-02-03,"100,0",España,Valencia,2019-02-28
"Rental Apartment Sa Riera, Sa Riera",Begur,"41,96737","3,20788",Hotel room,"2,0","2,0","10,0",2018-09-03,"80,0",España,Girona,2019-12-31
Comfortable room for 2 persons near Diagonal Ave,La nova esquerra de l'eixample,"41,38911","2,14443",Private room,"2,0","1,0","35,0",2019-10-08,"80,0",España,Barcelona,2019-10-16
Sofa Bed with charming balcony view,Justicia,"40,42401453067048","-3,7005301160530912",Private room,"2,0","1,0","49,0",2013-08-25,"100,0",España,Madrid,2018-08-14
Holiday House in CALA TUENT,Escorca,"39,83475","2,7814",Entire home/apt,"5,0","6,0",nan,2019-06-10,"99,0",España,Mallorca,2019-06-27
Salvador Dali Style in Gracia,La vila de gràcia,"41,39992","2,15623",Entire home/apt,"2,0","2,0","152,0",2020-02-23,"91,0",España,Barcelona,2020-10-12
"APARTAMENTOS AQUARIUM. 25 M2 TERRAZA, BARBACOA",Roses,"42,26562467197105","3,151810602171336",Entire home/apt,"1,0","1,0","52,0",2014-07-15,"20,0",España,Girona,2018-11-26
"Air-Conditioned Apartment Close to the Beach, with Balcony & Wi-Fi",Sóller,"39,79623","2,69637",Entire home/apt,"2,0","3,0","95,0",2019-10-12,"100,0",España,Mallorca,2020-05-28
"Habitacion individual en Ruzafa, h2",Russafa,"39,46238","-0,37612",Private room,"1,0","1,0","20,0",2019-09-25,"97,0",España,Valencia,2019-09-30
"⭐BONITA TERRAZA Y CASA, PARKING+VISTAS AL PARQUE⭐",Legazpi,"40,38693","-3,68641",Private room,"1,0","1,0","290,0",2019-12-08,"100,0",España,Madrid,2021-01-12
Comfortable room for family stay.,El besòs i el maresme,"41,41466","2,21871",Private room,"1,0","2,0","81,0",2017-08-19,"75,0",España,Barcelona,2021-02-09
Stunning Flat with Private Terrace Right in Downtown&Netflix,Universidad,"40,42552","-3,70543",Entire home/apt,"2,0","3,0","170,0",2020-01-01,"98,0",España,Madrid,2020-01-10
BIG HOUSE IN HISTORIC CENTER,Alaior,"39,93603","4,1382",Entire home/apt,"2,0","3,0","70,0",2019-08-24,"75,0",España,Menorca,2020-05-31
V8 Deluxe Plus con Patio y Bañera Romántica,Santa cruz,"37,38825","-5,99247",Entire home/apt,"1,0","1,0","135,0",2017-03-27,"93,0",España,Sevilla,2019-11-29
Superb peaceful rustic style Villa Ca'n Sureda,Pollença,"39,83689","3,02579",Entire home/apt,"4,0","4,0","285,0",2020-08-20,"100,0",España,Mallorca,2020-08-28
Nice and equipped Eixample apartment,La nova esquerra de l'eixample,"41,38105","2,14964",Entire home/apt,"1,0","3,0","80,0",2019-02-10,"87,0",España,Barcelona,2019-03-08
P3 Valencia Apartment 1 bedroom,La dreta de l'eixample,"41,39914651191707","2,17134869682412",Entire home/apt,"1,0","1,0",nan,2018-04-18,"80,0",España,Barcelona,2018-05-14
Small apartment with everything.,Llucmajor,"39,494645584200256","2,75590363993303",Entire home/apt,"1,0","1,0","30,0",2017-11-05,"94,0",España,Mallorca,2018-04-18
The Villa in the magic woods,Llucmajor,"39,49304","2,89615",Entire home/apt,"1,0","2,0","75,0",2018-08-22,"91,0",España,Mallorca,2019-03-25
Habitación doble en Madrid,Portazgo,"40,3853","-3,64749",Private room,"1,0","1,0","40,0",2019-11-05,"100,0",España,Madrid,2019-12-10
Park Guell Ático- 2 bdr/2 bath + ac,Vallcarca i els penitents,"41,408301348148726","2,14819021162856",Entire home/apt,"2,0","2,0","95,0",2017-06-03,"80,0",España,Barcelona,2018-04-12
Stylish Loft 4 Expats @ Barcelona (monthly rent)#2,El raval,"41,38099","2,16508",Entire home/apt,"1,0","1,0","35,0",2020-10-17,"100,0",España,Barcelona,2021-01-12
Habitación privada en Empuriabrava,Castelló d'empúries,"42,25383","3,10127",Private room,"1,0","1,0","25,0",2019-06-30,"89,0",España,Girona,2019-06-30
"Duplex center Seville (Museum), parking option",Museo,"37,39152","-5,9992",Entire home/apt,"2,0","1,0","60,0",2019-04-10,"94,0",España,Sevilla,2019-04-27
DESTINO MALAGA. EL PALO II,Este,"36,72154899892761","-4,35777888494985",Entire home/apt,"1,0","1,0","50,0",2018-08-15,"100,0",España,Malaga,2018-10-25
Casa Cristina,Begur,"41,95277","3,22706",Entire home/apt,"2,0","4,0","250,0",2019-07-28,"100,0",España,Girona,2019-07-29
Autèntic Eixample CLXV,Sant antoni,"41,381198366308745","2,161230801794817",Entire home/apt,"2,0","4,0","250,0",2017-10-14,"89,0",España,Barcelona,2018-02-07
Cosy Flat next to Plaza España,Hostafrancs,"41,3734","2,14193",Entire home/apt,"1,0","1,0","50,0",2019-09-29,"82,0",España,Barcelona,2019-12-10
Double bedroom in central attic apt,La dreta de l'eixample,"41,39315997766051","2,1617715785110705",Private room,"1,0","1,0","45,0",2015-11-28,"91,0",España,Barcelona,2017-05-07
2 Rooms in a flat,La malva-rosa,"39,47826","-0,32728",Private room,"1,0","2,0","120,0",2019-06-06,"100,0",España,Valencia,2020-05-31
Detached house located 1 Km. from the beach,Pals,"41,97785553861125","3,1962509098532195",Entire home/apt,"1,0","3,0","162,0",2018-09-01,"80,0",España,Girona,2018-09-28
Penthouse Two-Bedrooms with Terrace - Roisa Suites,Embajadores,"40,4086","-3,71048",Entire home/apt,"1,0","2,0",nan,2019-07-03,"100,0",España,Madrid,2019-10-16
Apartamento centro de Málaga SOHO 3 dormitorios,Centro,"36,7144","-4,42353",Entire home/apt,"2,0","3,0","300,0",2020-08-01,"97,0",España,Malaga,2021-02-27
Appartement les pieds dans l'eau,Palafrugell,"41,89484","3,19627",Entire home/apt,"2,0","3,0","69,0",2019-11-11,"90,0",España,Girona,2019-11-30
"Sagrada Familia View monthly rental, Wifi, A/C",La sagrada família,"41,40412","2,17576",Entire home/apt,"1,0","2,0","50,0",2019-06-24,"84,0",España,Barcelona,2020-03-16
BÚHO HOUSE SUITE DOUBLE SUPERIOR ROOM WITH BALCONY,La xerea,"39,47438","-0,37138",Private room,"1,0","1,0","49,0",2020-02-17,"92,0",España,Valencia,2021-01-19
Double 02 CasanovaRooms Barcelona,L'antiga esquerra de l'eixample,"41,39036","2,15274",Private room,"2,0","1,0","40,0",2020-01-04,"94,0",España,Barcelona,2020-01-10
"Central 2 Bedrooms, 3/5 pers. Wi-Fi",El pilar,"39,47591","-0,38243",Entire home/apt,"1,0","2,0","84,0",2019-04-19,"93,0",España,Valencia,2019-10-31
Precioso apartamento a solo 5 minutos de la playa,Palma de mallorca,"39,5527","2,60808",Entire home/apt,"1,0","2,0","79,0",2016-09-26,"93,0",España,Mallorca,2019-11-28
Double room at H1O Casanova Hotel****,L'antiga esquerra de l'eixample,"41,38386","2,1605",Private room,"1,0","1,0",nan,2019-11-12,"100,0",España,Barcelona,2019-12-10
Pleasant apartment for 5 persons.,Llançà,"42,360018448238826","3,1598551863764937",Entire home/apt,"1,0","3,0","52,0",2018-08-04,"87,0",España,Girona,2018-09-28
Duplex menorca primera linea de mar,Es mercadal,"40,04911271135624","4,10719271476399",Entire home/apt,"2,0","2,0","190,0",2018-07-26,"92,0",España,Menorca,2019-01-30
Nice single room in BEST AREA,Recoletos,"40,42710127633903","-3,685345527896133",Private room,"1,0","1,0","33,0",2017-10-10,"86,0",España,Madrid,2018-01-17
AMAZING APT IN CENTRE MADRID - WIFI,Justicia,"40,42564135462371","-3,695664075011608",Entire home/apt,"1,0","2,0","75,0",2019-01-04,"90,0",España,Madrid,2019-02-06
Piso entero a una estación de atocha,Entrevías,"40,38321","-3,67032",Entire home/apt,"1,0","3,0","150,0",2019-04-05,"100,0",España,Madrid,2019-04-11
Céntrico loft en tradicional corral de vecinos,Feria,"37,39755","-5,98956",Entire home/apt,"1,0","1,0","70,0",2019-12-28,"90,0",España,Sevilla,2020-01-30
"Vila Olimp,Strandblick,Privatzimmer",La vila olímpica del poblenou,"41,3914645600456","2,2023831886636",Private room,"2,0","1,0","65,0",2016-12-27,"99,0",España,Barcelona,2017-01-04
Corraldelrey19,Alfalfa,"37,38935","-5,99029",Entire home/apt,"1,0","1,0","60,0",2019-09-16,"100,0",España,Sevilla,2019-09-30
Hermosa vista en La Latina.,Palacio,"40,41146","-3,70835",Private room,"2,0","1,0","35,0",2019-09-12,"97,0",España,Madrid,2019-09-19
"AN UNFORGETTABLE STAY IN MADRID - Apartments for Rent in Madrid, Community of Madrid, Spain",Delicias,"40,39953276364404","-3,693742779673916",Entire home/apt,"1,0","2,0","49,0",2018-08-11,"78,0",España,Madrid,2018-09-11
APARTMENT IN PLAZA DE LA MERCED,Centro,"36,722337520440206","-4,418053610589893",Entire home/apt,"1,0","2,0","60,0",2018-07-29,"100,0",España,Malaga,2019-01-30
SINGLE ROOM - ACCOMMODATION AND BREAKFAST,Palacio,"40,41735","-3,70858",Hotel room,"1,0","1,0","38,0",2019-12-23,"100,0",España,Madrid,2020-08-25
Apartamento en Casco Antiguo (Barrio del Arenal),Arenal,"37,38434","-5,9966",Entire home/apt,"1,0","1,0","50,0",2020-02-24,"97,0",España,Sevilla,2020-02-29
LAS RAMBLAS- GOTICO -PLAZA REIAL APARTMENT,El barri gòtic,"41,37939520701114","2,175651308138822",Private room,"2,0","2,0","96,0",2018-06-03,"93,0",España,Barcelona,2018-06-09
Sup Terraza RMST  · Murmuri Residence Mercader - Apart. with Terrace,La dreta de l'eixample,"41,39306","2,16067",Entire home/apt,"2,0","1,0","209,0",2019-04-07,"40,0",España,Barcelona,2020-10-12
Private BedRoom Sagrada Familia,La sagrada família,"41,40579","2,17414",Private room,nan,"1,0","28,0",2019-10-05,"94,0",España,Barcelona,2020-07-17
Nice views flat in Bcn Center-WIFI,Sant antoni,"41,3762510093679","2,1614177444671934",Entire home/apt,"1,0","2,0","60,0",2017-09-19,"92,0",España,Barcelona,2017-10-07
Luxury Apartment Sea view 100m Beach in CALELLA,Palafrugell,"41,88943","3,18207",Entire home/apt,"1,0","2,0","80,0",2020-09-27,"95,0",España,Girona,2021-01-31
SUITE NEXT TO CATALONIA PLACE,"Sant pere, santa caterina i la ribera","41,38878","2,17578",Private room,"1,0","1,0","45,0",2020-02-23,"97,0",España,Barcelona,2020-10-12
Big double bedroom CITY CENTER and wifi!!,Fuente del berro,"40,42636","-3,66075",Private room,"1,0","1,0","19,0",2019-03-17,"94,0",España,Madrid,2019-04-11
lovely doubleroom el born.  Sole use of bathroom,"Sant pere, santa caterina i la ribera","41,38595436231734","2,1791091644324747",Private room,"1,0","1,0","45,0",2018-05-27,"100,0",España,Barcelona,2018-07-10
"AGRADECIDOS DE SERVIRLE, GRACIAS",Fontarrón,"40,40328419085128","-3,6483583677927456",Private room,"1,0","1,0","20,0",2018-06-30,"97,0",España,Madrid,2018-07-10
Elegant apartment Sagrada Familia,La dreta de l'eixample,"41,39802","2,17178",Entire home/apt,"1,0","1,0","99,0",2017-09-12,"87,0",España,Barcelona,2019-03-08
House of Conco Llorenç (Binissalem) - L14102,Binissalem,"39,69229","2,84376",Entire home/apt,"1,0","2,0","60,0",2019-09-22,"97,0",España,Mallorca,2019-09-28
Precioso apartamento al lado de la Plaza Mayor,Palacio,"40,41401500044261","-3,709025375831096",Entire home/apt,"1,0","1,0","80,0",2018-07-17,"93,0",España,Madrid,2018-10-10
ES MOLI D'EN SION - Villa with private pool in Sa Pobla.,Sa pobla,"39,77347","3,03592",Entire home/apt,"4,0","5,0","313,0",2020-03-13,"100,0",España,Mallorca,2020-04-23
Can Çalo Castelló Empúries - 1B,Castelló d'empúries,"42,25766","3,07482",Entire home/apt,"1,0","1,0","46,0",2020-08-29,"70,0",España,Girona,2020-11-28
Quiet finca with private pool,Campos,"39,44909","3,06402",Entire home/apt,"1,0","2,0","95,0",2019-06-12,"90,0",España,Mallorca,2019-07-25
ATICO TRIPLEX TERRAZA Y ASCENSOR PLAZA DE LA LONJA,Palma de mallorca,"39,56918727053411","2,64398426410326",Entire home/apt,"3,0","2,0","250,0",2018-08-12,"93,0",España,Mallorca,2018-08-21
Sweet apartment in the hearth of downtown Madrid.,Embajadores,"40,40652","-3,70224",Entire home/apt,"1,0","1,0","49,0",2019-12-28,"100,0",España,Madrid,2020-01-10
Habitación Privada en Barcelona Sants,Sants,"41,37372018643968","2,133656607689008",Private room,"1,0","1,0","30,0",2018-04-10,"95,0",España,Barcelona,2018-04-12
Habitación en Es Castell,Es castell,"39,88091","4,2937",Private room,"1,0","1,0","40,0",2019-11-03,"99,0",España,Menorca,2020-04-30
Big Room Balcony behind Casa Batllo - city center,La dreta de l'eixample,"41,3905","2,16452",Private room,"2,0","1,0","49,0",2019-08-13,"40,0",España,Barcelona,2019-09-17
KIDS PARADISE  WITH A HUGE SUNNY TERRACE IN SANTS,Sants,"41,37724","2,13154",Private room,"1,0","1,0","50,0",2020-02-10,"97,0",España,Barcelona,2020-02-16
Welcoming top floor in Barcelona,La teixonera,"41,421436510294434","2,1423482345398845",Private room,"1,0","1,0","25,0",2018-08-11,"97,0",España,Barcelona,2018-08-14
MAISON D'ARCHITECTE CENTRE CADAQUES 75 m de la mer,Cadaqués,"42,28972","3,28152",Entire home/apt,"1,0","3,0","130,0",2019-01-01,"86,0",España,Girona,2019-04-29
APARTAMENTO CÉNTRICO 1 DORMITORIO,San julián,"37,39619","-5,98702",Entire home/apt,"1,0","1,0","63,0",2019-10-15,"94,0",España,Sevilla,2020-10-29
252 DanielAB InmoSantos Location Appartement Roses,Roses,"42,2655","3,15086",Entire home/apt,"1,0","1,0","66,0",2017-06-15,"80,0",España,Girona,2020-01-31
LUMINOSO ÁTICO TERRAZA COMÚN EN PLENO CENTRO,Feria,"37,39834481293807","-5,989628724411435",Entire home/apt,"1,0","1,0","70,0",2018-04-08,"100,0",España,Sevilla,2018-04-21
Cozy Apartment Lavapiés - quiet,Embajadores,"40,40875","-3,69925",Entire home/apt,"1,0","1,0","58,0",2019-03-12,"90,0",España,Madrid,2019-05-14
Luxury apartment in the centre 21,La vila de gràcia,"41,397939661122265","2,157999369653671",Entire home/apt,"1,0","2,0","250,0",2018-01-06,"92,0",España,Barcelona,2018-02-07
"Close to metro and downtown, convenient, luxury",Bellas vistas,"40,4527","-3,70545",Entire home/apt,"1,0","1,0","37,0",2020-01-31,"91,0",España,Madrid,2020-02-18
Apartament in Nervion district.,La buhaira,"37,38159","-5,97115",Entire home/apt,"1,0","3,0","43,0",2020-12-17,"93,0",España,Sevilla,2021-01-31
Charming Chalet @ unique location :),Calvià,"39,5273","2,47515",Entire home/apt,"3,0","3,0","189,0",2019-08-11,"100,0",España,Mallorca,2019-08-31
"Habitación amplia,luminosa,con parking.Jorge Juan",Recoletos,"40,42261","-3,68291",Private room,"2,0","1,0","50,0",2019-11-06,"98,0",España,Madrid,2019-11-09
MOLINOT - Country house with swimming pool in Buger,Búger,"39,75207","2,98697",Entire home/apt,"4,0","3,0","166,0",2019-08-31,"87,0",España,Mallorca,2020-03-22
Habitación en Gracia al lado del Park Güell,La salut,"41,4108","2,14933",Private room,"2,0","1,0","25,0",2018-06-28,"83,0",España,Barcelona,2019-09-17
Bonita y luminosa,"Colores, entreparques","37,39027524008519","-5,920755081332918",Private room,"1,0","1,0","25,0",2018-10-14,"98,0",España,Sevilla,2018-10-18
Superior con terraza,Embajadores,"40,41174","-3,69986",Private room,"1,0","0,0",nan,2019-04-23,"80,0",España,Madrid,2019-07-10
COMFORTABLE APARTMENT,Calonge,"41,84887","3,10823",Entire home/apt,"1,0","2,0","80,0",2017-08-19,"93,0",España,Girona,2019-07-29
VILLA ROMANYA A CABANYES CALONGE,Calonge,"41,85038933265794","3,051888049563871",Entire home/apt,"2,0","3,0","78,0",2016-09-04,"100,0",España,Girona,2018-07-31
Diana Malaga Apartment,Centro,"36,72755769645845","-4,423005272489614",Entire home/apt,"1,0","1,0","55,0",2018-07-29,"96,0",España,Malaga,2018-07-31
Letmalaga Market,Centro,"36,71789","-4,42368",Entire home/apt,"1,0","0,0","50,0",2018-06-18,"90,0",España,Malaga,2019-07-30
Country holiday home with heated pool,Sant llorenç des cardassar,"39,62781","3,29339",Entire home/apt,"3,0","4,0","130,0",2018-08-25,"90,0",España,Mallorca,2020-01-29
"Lush, sunny & quiet 2 bedroom apartment",La dreta de l'eixample,"41,39584424610141","2,1732373743215883",Entire home/apt,"1,0","2,0","275,0",2019-01-01,"100,0",España,Barcelona,2019-01-14
"Costabravaforrent Masferrer 3, up to 4",L'escala,"42,12341","3,13268",Entire home/apt,"1,0","2,0","101,0",2016-07-25,"87,0",España,Girona,2019-04-29
Apartamento en zona verde,Ribes de freser,"42,30451","2,17145",Entire home/apt,"1,0","3,0","86,0",2018-08-15,"94,0",España,Girona,2019-02-19
*Barcelona Single Room,"Sant pere, santa caterina i la ribera","41,38873","2,17712",Private room,"1,0","1,0","33,0",2019-06-29,"97,0",España,Barcelona,2019-07-10
Magical village in the Sierra ,Valldemossa,"39,70211936330567","2,630158336813752",Entire home/apt,"2,0","3,0","210,0",2016-09-05,"87,0",España,Mallorca,2019-01-28
En el Corazón de Málaga.,Centro,"36,72528","-4,4211",Entire home/apt,"1,0","1,0","35,0",2020-02-24,"98,0",España,Malaga,2020-02-29
Apartments Rosa & Miguel,El poble sec,"41,37175169091944","2,15687847579062",Entire home/apt,"1,0","2,0","95,0",2017-09-02,"100,0",España,Barcelona,2017-10-07
Las Rosas - The Master Suite,Bunyola,"39,73414","2,7596",Entire home/apt,"1,0","1,0","129,0",2020-08-11,"99,0",España,Mallorca,2021-02-11
HABITACION DE LUJO MUY AMPLIA EN CENTRO DE MADRID,Palacio,"40,41156","-3,70828",Private room,"1,0","1,0","55,0",2019-10-09,"92,0",España,Madrid,2019-10-16
"Ferrero, Friendly Rentals",Russafa,"39,46175","-0,37575",Entire home/apt,"2,0","3,0","60,0",2019-09-29,"90,0",España,Valencia,2020-02-29
Malasaña Room Center Madrid,Arapiles,"40,43004657867145","-3,707026601372871",Private room,"2,0","1,0","50,0",2018-10-24,"67,0",España,Madrid,2018-11-07
M (AVA24) Offer Luxury Apartment Madrid,Guindalera,"40,43872","-3,674",Entire home/apt,"1,0","2,0","68,0",2018-06-28,"87,0",España,Madrid,2020-03-17
EXCEPTIONAL LOCATION Double room+Wifitakeaway,La vila de gràcia,"41,3987","2,1616",Private room,"2,0","1,0","70,0",2019-09-19,"97,0",España,Barcelona,2020-04-16
"DOUBLE ROOM - Champions final, near Wanda+TRANSFER",Casco histórico de vicálvaro,"40,39557","-3,62141",Private room,"2,0","1,0","400,0",2019-06-02,"100,0",España,Madrid,2020-06-13
Gran habitación para 4 personas en calle Gran Via,Cortes,"40,41873","-3,69908",Private room,"2,0","1,0","40,0",2019-05-17,"94,0",España,Madrid,2019-07-10
Comfortable disinfected room with private bathroom,La dreta de l'eixample,"41,39448","2,1661",Private room,"1,0","1,0","55,0",2020-03-15,"98,0",España,Barcelona,2020-08-24
Nice Room xtremely well located besides RAMBLAS!!!,El barri gòtic,"41,38258","2,17576",Private room,nan,"1,0","30,0",2020-03-11,"90,0",España,Barcelona,2020-07-17
Restful Mountain Retreat room 2,Puigpunyent,"39,60667530051447","2,5007500410101646",Private room,"1,0","1,0","88,0",2018-10-13,"98,0",España,Mallorca,2018-10-17
Room close to the sea,Carretera de cadiz,"36,68387","-4,4496",Private room,"1,0","1,0","35,0",2019-09-28,"97,0",España,Malaga,2020-02-29
"Pool, Wifi, AC, En suite, Filtered water",Alcúdia,"39,83520077704286","3,110427398147849",Entire home/apt,"2,0","3,0","92,0",2017-10-07,"85,0",España,Mallorca,2018-04-18
Double room w/ balcony in El Born,"Sant pere, santa caterina i la ribera","41,38371334580516","2,1827246991079634",Private room,"2,0","1,0","25,0",2017-06-10,"79,0",España,Barcelona,2017-07-06
HM Trinidad Málaga,Centro,"36,72350131993314","-4,427680411899096",Entire home/apt,"1,0","1,0","109,0",2018-06-12,"83,0",España,Malaga,2018-07-31
Apartment close to beach,Cabanyal-canyamelar,"39,47291","-0,32909",Entire home/apt,"1,0","3,0","80,0",2020-02-28,"90,0",España,Valencia,2020-03-26
HABITACIÓN CON BALCÓN CENTRO DE MADRID,Embajadores,"40,409","-3,70491",Private room,"1,0","1,0","32,0",2019-07-29,"96,0",España,Madrid,2019-11-09
Amplio Apartamento de 1 dormitorio en Chamberí,Almagro,"40,43383","-3,69146",Entire home/apt,"1,0","1,0","109,0",2018-10-29,"100,0",España,Madrid,2020-04-17
Just in City Center - Lavapiés,Embajadores,"40,411511922093375","-3,70264853230868",Entire home/apt,"1,0","1,0","55,0",2017-03-28,"96,0",España,Madrid,2017-04-08
"Sunny, Family- friendly with pool",Llers,"42,2968","2,90721",Entire home/apt,"1,0","2,0","85,0",2019-06-30,"96,0",España,Girona,2019-06-30
Hammock In Hobbit´s house in Born BCN,"Sant pere, santa caterina i la ribera","41,38579684798563","2,177727898828985",Private room,"1,0","1,0","15,0",2017-12-29,"100,0",España,Barcelona,2018-01-17
Bernabeu Cuzco Castellana Apartment with NETFLIX,Castillejos,"40,45924799102728","-3,693617624735488",Entire home/apt,"1,0","1,0","120,0",2018-10-29,"99,0",España,Madrid,2018-11-07
"Finca Son Blanch 86 qm Pool, Sauna, Billiardtisch",Sa pobla,"39,788224781964686","3,0346724004273224",Entire home/apt,"2,0","3,0","160,0",2018-07-06,"97,0",España,Mallorca,2018-12-18
iloftmalaga Pacifico 41,Carretera de cadiz,"36,69268","-4,4407",Entire home/apt,"1,0","2,0","115,0",2020-08-06,"87,0",España,Malaga,2020-12-30
Acogedor y practico,Figueres,"42,27166","2,96805",Entire home/apt,"2,0","2,0","60,0",2019-07-29,"97,0",España,Girona,2019-07-29
Apartamentos Navío 3,Les tendetes,"39,4839","-0,38661",Entire home/apt,"1,0","1,0","45,0",2020-02-05,"98,0",España,Valencia,2020-02-29
